Date,Year,Region,Product_Category,Units_Sold,Unit_Price,Total_Sales
26-03-2025,2025,South,Inverters,205,1122.4,230092
26-03-2025,2025,South,Solar Panels,444,804.03,356989.32
26-03-2025,2025,East,Inverters,168,1410.21,236915.28
26-03-2025,2025,Central,Solar Water Pumps,289,452.69,130827.41
26-03-2025,2025,East,Inverters,483,250.74,121107.42
26-03-2025,2025,North,DC Breakers,47,509.28,23936.16
27-03-2025,2025,South,Mounting Structures,175,831.22,145463.5
27-03-2025,2025,East,Solar Water Pumps,13,555.61,7222.93
27-03-2025,2025,West,Inverters,156,912.54,142356.24
28-03-2025,2025,South,Charge Controllers,432,679.62,293595.84
28-03-2025,2025,Central,Mounting Structures,18,1492.38,26862.84
28-03-2025,2025,South,Energy Storage Units,477,1240.55,591742.35
28-03-2025,2025,West,Monitoring Systems,252,586.58,147818.16
28-03-2025,2025,Central,Microinverters,387,641.59,248295.33
28-03-2025,2025,Central,Batteries,116,1223.9,141972.4
28-03-2025,2025,West,Monitoring Systems,307,1462.12,448870.84
28-03-2025,2025,South,Batteries,485,567.88,275421.8
29-03-2025,2025,East,Microinverters,83,792.12,65745.96
30-03-2025,2025,Central,Batteries,164,239.54,39284.56
30-03-2025,2025,East,Solar Cables,356,1462.01,520475.56
30-03-2025,2025,Central,Smart Meters,446,838.51,373975.46
30-03-2025,2025,North,Microinverters,248,1198.82,297307.36
31-03-2025,2025,South,Energy Storage Units,250,872.27,218067.5
31-03-2025,2025,North,Monitoring Systems,334,1407.01,469941.34
31-03-2025,2025,North,Solar Cables,428,434.38,185914.64
01-04-2025,2025,South,Inverters,304,233.65,71029.6
01-04-2025,2025,East,PV Modules,270,761.01,205472.7
01-04-2025,2025,South,Energy Storage Units,475,859.93,408466.75
01-04-2025,2025,West,Energy Storage Units,16,98.79,1580.64
02-04-2025,2025,South,Microinverters,379,474.71,179915.09
02-04-2025,2025,North,Energy Storage Units,352,213.66,75208.32
02-04-2025,2025,West,Smart Meters,472,1197.25,565102
03-04-2025,2025,East,Energy Storage Units,112,178.23,19961.76
03-04-2025,2025,West,DC Breakers,455,1495.98,680670.9
04-04-2025,2025,East,Solar Lights,354,830.95,294156.3
04-04-2025,2025,Central,Solar Panels,31,1127.22,34943.82
05-04-2025,2025,West,Batteries,65,500.47,32530.55
05-04-2025,2025,North,Hybrid Inverters,223,710.64,158472.72
05-04-2025,2025,North,Monitoring Systems,57,1409.66,80350.62
05-04-2025,2025,South,Microinverters,426,540.77,230368.02
05-04-2025,2025,East,Hybrid Inverters,64,501.25,32080
06-04-2025,2025,Central,Inverters,272,680.3,185041.6
06-04-2025,2025,West,Solar Panels,154,298.37,45948.98
06-04-2025,2025,North,Energy Storage Units,205,1147.08,235151.4
06-04-2025,2025,West,Energy Storage Units,472,1289.88,608823.36
07-04-2025,2025,West,Batteries,199,912.49,181585.51
07-04-2025,2025,Central,Batteries,114,1025.43,116899.02
07-04-2025,2025,West,Solar Panels,374,155.01,57973.74
07-04-2025,2025,South,Solar Cables,338,1360.66,459903.08
08-04-2025,2025,North,Charge Controllers,269,1138.01,306124.69
08-04-2025,2025,East,Solar Panels,277,158.98,44037.46
08-04-2025,2025,South,Solar Water Pumps,194,118,22892
08-04-2025,2025,West,Smart Meters,107,1241.23,132811.61
08-04-2025,2025,East,Smart Meters,4,547.23,2188.92
09-04-2025,2025,Central,Microinverters,70,465.88,32611.6
09-04-2025,2025,Central,Smart Meters,123,158.44,19488.12
09-04-2025,2025,North,Inverters,357,653.37,233253.09
09-04-2025,2025,West,Solar Cables,196,714.22,139987.12
09-04-2025,2025,South,Solar Lights,327,338.17,110581.59
09-04-2025,2025,Central,Batteries,138,583.58,80534.04
10-04-2025,2025,East,Inverters,1,985.45,985.45
10-04-2025,2025,Central,Energy Storage Units,265,1008.62,267284.3
10-04-2025,2025,East,Batteries,456,1429.64,651915.84
10-04-2025,2025,South,Microinverters,86,1171.07,100712.02
10-04-2025,2025,East,Smart Meters,262,236.39,61934.18
11-04-2025,2025,West,PV Modules,449,85.15,38232.35
12-04-2025,2025,North,Charge Controllers,9,61.72,555.48
12-04-2025,2025,South,Solar Water Pumps,189,767.4,145038.6
12-04-2025,2025,South,Solar Water Pumps,424,1144.87,485424.88
12-04-2025,2025,East,Solar Lights,16,1445.97,23135.52
13-04-2025,2025,West,Smart Meters,260,1240.74,322592.4
14-04-2025,2025,Central,Mounting Structures,73,125.09,9131.57
14-04-2025,2025,North,Energy Storage Units,95,443.74,42155.3
14-04-2025,2025,Central,Energy Storage Units,192,1348.6,258931.2
15-04-2025,2025,West,Charge Controllers,424,541.8,229723.2
15-04-2025,2025,South,Monitoring Systems,305,729.38,222460.9
15-04-2025,2025,Central,Batteries,489,1061.34,518995.26
15-04-2025,2025,Central,Solar Water Pumps,71,462.06,32806.26
16-04-2025,2025,North,Batteries,107,119.6,12797.2
16-04-2025,2025,East,Inverters,172,1235.84,212564.48
16-04-2025,2025,South,Smart Meters,96,616.77,59209.92
16-04-2025,2025,South,Solar Panels,88,330.77,29107.76
16-04-2025,2025,North,DC Breakers,327,401.74,131368.98
17-04-2025,2025,South,PV Modules,350,789.7,276395
17-04-2025,2025,East,Batteries,215,605.15,130107.25
17-04-2025,2025,South,Energy Storage Units,144,1270.86,183003.84
18-04-2025,2025,North,Monitoring Systems,50,1233.86,61693
18-04-2025,2025,East,Monitoring Systems,257,1129.29,290227.53
18-04-2025,2025,West,PV Modules,429,599.33,257112.57
19-04-2025,2025,South,Hybrid Inverters,476,1439.23,685073.48
19-04-2025,2025,East,Hybrid Inverters,266,971.65,258458.9
20-04-2025,2025,Central,Inverters,52,1397.56,72673.12
20-04-2025,2025,South,Inverters,253,1139.06,288182.18
20-04-2025,2025,West,Solar Panels,327,964.16,315280.32
20-04-2025,2025,Central,Solar Lights,27,663.77,17921.79
21-04-2025,2025,North,Solar Lights,49,634.73,31101.77
21-04-2025,2025,North,Solar Water Pumps,20,173.21,3464.2
21-04-2025,2025,North,Solar Cables,104,85.06,8846.24
21-04-2025,2025,North,Solar Cables,387,1062.8,411303.6
22-04-2025,2025,West,Microinverters,181,105.73,19137.13
22-04-2025,2025,West,Solar Water Pumps,355,856.81,304167.55
23-04-2025,2025,East,Batteries,418,1047.76,437963.68
23-04-2025,2025,East,Energy Storage Units,236,1183.12,279216.32
23-04-2025,2025,East,DC Breakers,13,418.35,5438.55
23-04-2025,2025,South,Inverters,254,1351,343154
24-04-2025,2025,West,Solar Water Pumps,89,969.34,86271.26
25-04-2025,2025,Central,Solar Panels,145,84.86,12304.7
26-04-2025,2025,South,Inverters,122,715.27,87262.94
26-04-2025,2025,Central,Solar Lights,244,842.46,205560.24
26-04-2025,2025,West,DC Breakers,220,606.71,133476.2
26-04-2025,2025,Central,Solar Lights,164,1196.99,196306.36
27-04-2025,2025,East,Mounting Structures,61,1322.34,80662.74
27-04-2025,2025,Central,Solar Cables,295,1007.51,297215.45
27-04-2025,2025,Central,Solar Water Pumps,142,824.66,117101.72
27-04-2025,2025,East,Solar Water Pumps,187,326.62,61077.94
28-04-2025,2025,Central,Solar Water Pumps,218,1373.62,299449.16
28-04-2025,2025,West,Solar Cables,55,1033.87,56862.85
29-04-2025,2025,West,Energy Storage Units,48,405.02,19440.96
29-04-2025,2025,East,Mounting Structures,319,1210.75,386229.25
29-04-2025,2025,Central,Solar Lights,30,1271.55,38146.5
30-04-2025,2025,North,PV Modules,464,1203.76,558544.64
30-04-2025,2025,East,Energy Storage Units,358,1493.98,534844.84
30-04-2025,2025,South,Batteries,237,818.82,194060.34
01-05-2025,2025,West,Charge Controllers,65,1419.44,92263.6
01-05-2025,2025,Central,Inverters,175,887.06,155235.5
01-05-2025,2025,North,PV Modules,467,628.02,293285.34
01-05-2025,2025,South,Energy Storage Units,494,200.44,99017.36
01-05-2025,2025,West,Inverters,142,1456.34,206800.28
02-05-2025,2025,South,Energy Storage Units,157,1361.04,213683.28
02-05-2025,2025,East,Monitoring Systems,130,1098.23,142769.9
02-05-2025,2025,Central,Hybrid Inverters,263,869.25,228612.75
02-05-2025,2025,East,Solar Panels,75,582.24,43668
03-05-2025,2025,East,DC Breakers,114,1019.98,116277.72
03-05-2025,2025,South,PV Modules,308,982.18,302511.44
03-05-2025,2025,East,Smart Meters,444,861.83,382652.52
04-05-2025,2025,South,Solar Lights,282,311.86,87944.52
04-05-2025,2025,Central,Batteries,343,1137.49,390159.07
04-05-2025,2025,East,Inverters,200,1227.19,245438
04-05-2025,2025,Central,Microinverters,74,177.53,13137.22
05-05-2025,2025,North,Batteries,288,776.36,223591.68
05-05-2025,2025,North,Solar Lights,101,388.85,39273.85
06-05-2025,2025,Central,Smart Meters,107,1160.05,124125.35
06-05-2025,2025,West,Inverters,462,751.66,347266.92
06-05-2025,2025,East,Batteries,119,913.44,108699.36
06-05-2025,2025,East,DC Breakers,221,1348.32,297978.72
06-05-2025,2025,Central,Solar Panels,252,552.35,139192.2
07-05-2025,2025,West,Solar Water Pumps,267,745.67,199093.89
08-05-2025,2025,East,Solar Panels,363,697.08,253040.04
08-05-2025,2025,East,Energy Storage Units,136,1452.08,197482.88
08-05-2025,2025,East,Microinverters,170,818.37,139122.9
09-05-2025,2025,East,Solar Cables,443,1401.09,620682.87
09-05-2025,2025,Central,Smart Meters,267,1155.31,308467.77
09-05-2025,2025,South,Monitoring Systems,455,1216.57,553539.35
09-05-2025,2025,Central,Mounting Structures,386,1104.53,426348.58
09-05-2025,2025,East,Solar Cables,415,1340.15,556162.25
09-05-2025,2025,East,Microinverters,226,981.74,221873.24
09-05-2025,2025,East,Solar Water Pumps,456,418.91,191022.96
11-05-2025,2025,Central,PV Modules,133,340.46,45281.18
11-05-2025,2025,South,Solar Cables,26,915.13,23793.38
12-05-2025,2025,Central,Batteries,405,718.41,290956.05
12-05-2025,2025,North,Microinverters,373,523.16,195138.68
12-05-2025,2025,West,Solar Cables,14,216.5,3031
12-05-2025,2025,South,Energy Storage Units,492,312.19,153597.48
13-05-2025,2025,West,Solar Cables,208,1284.25,267124
13-05-2025,2025,West,Monitoring Systems,117,581.18,67998.06
13-05-2025,2025,West,Solar Water Pumps,435,773.02,336263.7
13-05-2025,2025,South,Solar Panels,386,625.95,241616.7
13-05-2025,2025,East,Solar Panels,175,951.49,166510.75
13-05-2025,2025,North,PV Modules,312,1223.55,381747.6
13-05-2025,2025,Central,Batteries,262,485.57,127219.34
14-05-2025,2025,West,Monitoring Systems,217,259,56203
14-05-2025,2025,North,Batteries,266,953.99,253761.34
14-05-2025,2025,West,DC Breakers,405,335.07,135703.35
14-05-2025,2025,West,Energy Storage Units,313,54.6,17089.8
15-05-2025,2025,East,Smart Meters,423,1394.63,589928.49
16-05-2025,2025,North,Charge Controllers,417,1270.84,529940.28
16-05-2025,2025,South,Microinverters,170,348.3,59211
16-05-2025,2025,North,Smart Meters,310,1084.51,336198.1
16-05-2025,2025,North,Hybrid Inverters,156,654.43,102091.08
16-05-2025,2025,West,Smart Meters,297,418.12,124181.64
16-05-2025,2025,North,Microinverters,257,616.11,158340.27
17-05-2025,2025,Central,Hybrid Inverters,384,221.68,85125.12
17-05-2025,2025,Central,Microinverters,164,1176.06,192873.84
17-05-2025,2025,North,Monitoring Systems,306,873.37,267251.22
17-05-2025,2025,North,Hybrid Inverters,393,1410.65,554385.45
17-05-2025,2025,South,Mounting Structures,144,459.11,66111.84
18-05-2025,2025,West,Solar Cables,459,331.19,152016.21
18-05-2025,2025,Central,Solar Lights,172,863.62,148542.64
18-05-2025,2025,West,Hybrid Inverters,15,294.16,4412.4
18-05-2025,2025,West,Solar Water Pumps,150,910.74,136611
18-05-2025,2025,Central,Solar Water Pumps,420,141.37,59375.4
18-05-2025,2025,Central,Smart Meters,365,984.95,359506.75
18-05-2025,2025,Central,Microinverters,373,903.65,337061.45
18-05-2025,2025,West,Solar Cables,61,946.16,57715.76
18-05-2025,2025,East,Inverters,492,769.38,378534.96
19-05-2025,2025,North,Inverters,41,915.25,37525.25
19-05-2025,2025,East,Inverters,209,943.06,197099.54
19-05-2025,2025,West,Solar Water Pumps,467,430.44,201015.48
20-05-2025,2025,South,Hybrid Inverters,184,376.07,69196.88
20-05-2025,2025,South,Inverters,487,720.27,350771.49
20-05-2025,2025,North,PV Modules,348,429.16,149347.68
21-05-2025,2025,South,Mounting Structures,265,635.2,168328
21-05-2025,2025,East,Microinverters,319,1012.16,322879.04
21-05-2025,2025,North,Solar Panels,442,1010.15,446486.3
22-05-2025,2025,South,Smart Meters,416,131.75,54808
22-05-2025,2025,North,DC Breakers,113,1264.06,142838.78
22-05-2025,2025,North,Solar Panels,68,189.14,12861.52
22-05-2025,2025,South,Mounting Structures,207,820.52,169847.64
22-05-2025,2025,North,Batteries,272,1002.37,272644.64
22-05-2025,2025,West,PV Modules,15,1388.65,20829.75
22-05-2025,2025,West,Solar Water Pumps,176,1112.3,195764.8
23-05-2025,2025,West,Solar Lights,295,1433.53,422891.35
23-05-2025,2025,South,Solar Water Pumps,167,127.33,21264.11
23-05-2025,2025,South,Hybrid Inverters,63,339.19,21368.97
23-05-2025,2025,West,Energy Storage Units,76,1211.99,92111.24
23-05-2025,2025,Central,Solar Panels,5,327.35,1636.75
24-05-2025,2025,West,Energy Storage Units,47,1226.74,57656.78
24-05-2025,2025,Central,DC Breakers,47,369.14,17349.58
25-05-2025,2025,Central,Solar Panels,279,837.52,233668.08
25-05-2025,2025,North,Solar Cables,482,359.57,173312.74
25-05-2025,2025,Central,Inverters,396,237.6,94089.6
25-05-2025,2025,South,Monitoring Systems,275,1154.24,317416
25-05-2025,2025,North,PV Modules,227,1278.98,290328.46
26-05-2025,2025,South,Microinverters,345,705.03,243235.35
26-05-2025,2025,West,Inverters,409,1209.99,494885.91
26-05-2025,2025,West,Charge Controllers,338,557.51,188438.38
26-05-2025,2025,West,Solar Panels,250,615.75,153937.5
26-05-2025,2025,South,Inverters,3,106.07,318.21
26-05-2025,2025,South,Microinverters,93,69.46,6459.78
27-05-2025,2025,West,Microinverters,437,199.78,87303.86
27-05-2025,2025,South,Solar Lights,191,273.28,52196.48
28-05-2025,2025,Central,Solar Water Pumps,257,1380.4,354762.8
28-05-2025,2025,North,Solar Water Pumps,221,1341.7,296515.7
28-05-2025,2025,Central,Monitoring Systems,292,718.34,209755.28
29-05-2025,2025,South,Solar Lights,112,220.04,24644.48
29-05-2025,2025,South,Energy Storage Units,255,604.63,154180.65
29-05-2025,2025,West,DC Breakers,82,283.24,23225.68
30-05-2025,2025,West,Energy Storage Units,27,970.1,26192.7
30-05-2025,2025,Central,Solar Lights,417,96.64,40298.88
31-05-2025,2025,North,Inverters,410,340.1,139441
31-05-2025,2025,East,Mounting Structures,306,1017.11,311235.66
31-05-2025,2025,South,PV Modules,428,509.48,218057.44
31-05-2025,2025,South,Smart Meters,432,359.55,155325.6
01-06-2025,2025,Central,Smart Meters,81,557.77,45179.37
01-06-2025,2025,Central,Batteries,94,1051.88,98876.72
01-06-2025,2025,West,Solar Lights,479,904.22,433121.38
01-06-2025,2025,East,PV Modules,424,855.97,362931.28
02-06-2025,2025,South,Smart Meters,271,263.91,71519.61
02-06-2025,2025,North,DC Breakers,199,1100.58,219015.42
02-06-2025,2025,South,Energy Storage Units,346,1354.17,468542.82
03-06-2025,2025,South,Solar Panels,289,666.98,192757.22
03-06-2025,2025,East,Microinverters,408,302.56,123444.48
03-06-2025,2025,South,Batteries,80,164.74,13179.2
03-06-2025,2025,Central,Energy Storage Units,31,628.46,19482.26
03-06-2025,2025,East,Mounting Structures,321,1168.91,375220.11
03-06-2025,2025,South,Mounting Structures,68,63.21,4298.28
04-06-2025,2025,Central,Energy Storage Units,329,910.01,299393.29
04-06-2025,2025,East,Microinverters,20,1255.01,25100.2
05-06-2025,2025,West,Energy Storage Units,295,83.21,24546.95
05-06-2025,2025,South,PV Modules,352,1415.72,498333.44
05-06-2025,2025,North,Inverters,195,478.16,93241.2
06-06-2025,2025,North,PV Modules,397,336.66,133654.02
06-06-2025,2025,North,Smart Meters,356,224.82,80035.92
07-06-2025,2025,North,DC Breakers,162,783.65,126951.3
07-06-2025,2025,West,Solar Lights,420,1181.75,496335
07-06-2025,2025,West,Microinverters,3,224.13,672.39
08-06-2025,2025,Central,Charge Controllers,287,1094.55,314135.85
08-06-2025,2025,North,Mounting Structures,362,172.71,62521.02
08-06-2025,2025,West,Solar Lights,120,442.13,53055.6
08-06-2025,2025,North,DC Breakers,297,820.47,243679.59
08-06-2025,2025,East,Monitoring Systems,378,417.91,157969.98
09-06-2025,2025,Central,Charge Controllers,358,725.17,259610.86
09-06-2025,2025,South,Solar Panels,52,1426.01,74152.52
09-06-2025,2025,East,Monitoring Systems,490,651.41,319190.9
09-06-2025,2025,West,PV Modules,429,147.95,63470.55
10-06-2025,2025,West,Batteries,333,1034.04,344335.32
11-06-2025,2025,North,Batteries,47,1196.59,56239.73
11-06-2025,2025,East,Solar Panels,10,1306.84,13068.4
11-06-2025,2025,East,Solar Lights,245,493.3,120858.5
11-06-2025,2025,South,Charge Controllers,114,1164.43,132745.02
11-06-2025,2025,East,Charge Controllers,179,1353.58,242290.82
12-06-2025,2025,West,DC Breakers,168,777.29,130584.72
12-06-2025,2025,South,DC Breakers,399,765.68,305506.32
12-06-2025,2025,South,Smart Meters,146,1469.74,214582.04
13-06-2025,2025,West,Solar Panels,5,698.03,3490.15
13-06-2025,2025,North,Solar Panels,474,600.46,284618.04
13-06-2025,2025,North,Inverters,492,372.99,183511.08
14-06-2025,2025,Central,Monitoring Systems,379,1451.07,549955.53
15-06-2025,2025,Central,Microinverters,311,230.53,71694.83
15-06-2025,2025,East,DC Breakers,159,631.36,100386.24
15-06-2025,2025,South,PV Modules,111,62.88,6979.68
15-06-2025,2025,Central,Solar Panels,443,1250.69,554055.67
15-06-2025,2025,South,Monitoring Systems,395,554.64,219082.8
16-06-2025,2025,South,Batteries,45,1335.6,60102
16-06-2025,2025,Central,Batteries,206,1240.66,255575.96
16-06-2025,2025,East,Solar Water Pumps,158,583.46,92186.68
16-06-2025,2025,South,Inverters,110,1387.53,152628.3
17-06-2025,2025,South,Charge Controllers,57,97.07,5532.99
17-06-2025,2025,West,Solar Cables,282,1142.23,322108.86
18-06-2025,2025,North,Solar Water Pumps,243,1449.89,352323.27
18-06-2025,2025,North,Monitoring Systems,279,613.61,171197.19
18-06-2025,2025,Central,Microinverters,322,1390.34,447689.48
19-06-2025,2025,East,Microinverters,185,1190.13,220174.05
19-06-2025,2025,South,Mounting Structures,18,691.64,12449.52
19-06-2025,2025,East,PV Modules,19,1423.4,27044.6
19-06-2025,2025,East,Inverters,89,841.5,74893.5
19-06-2025,2025,East,Monitoring Systems,57,1277.65,72826.05
19-06-2025,2025,South,Microinverters,196,814.33,159608.68
19-06-2025,2025,East,Solar Lights,56,1076.55,60286.8
20-06-2025,2025,South,Solar Water Pumps,412,878.8,362065.6
20-06-2025,2025,South,Solar Water Pumps,296,1363.51,403598.96
20-06-2025,2025,West,Solar Panels,274,492.85,135040.9
21-06-2025,2025,North,Mounting Structures,85,867.51,73738.35
21-06-2025,2025,East,Solar Cables,191,417.86,79811.26
22-06-2025,2025,East,Solar Water Pumps,20,642.78,12855.6
22-06-2025,2025,Central,Solar Lights,293,218.78,64102.54
22-06-2025,2025,West,Solar Cables,98,644.74,63184.52
23-06-2025,2025,West,PV Modules,383,1067.77,408955.91
23-06-2025,2025,West,Microinverters,112,1490.41,166925.92
24-06-2025,2025,Central,Monitoring Systems,259,1129.4,292514.6
24-06-2025,2025,North,Batteries,50,1409.74,70487
24-06-2025,2025,North,Charge Controllers,256,434.58,111252.48
24-06-2025,2025,South,Solar Cables,455,589.81,268363.55
24-06-2025,2025,West,Solar Cables,472,355.34,167720.48
24-06-2025,2025,Central,PV Modules,443,187.84,83213.12
25-06-2025,2025,Central,Solar Panels,188,290.42,54598.96
25-06-2025,2025,West,Batteries,398,1256.78,500198.44
25-06-2025,2025,East,Solar Cables,308,1109.42,341701.36
26-06-2025,2025,East,PV Modules,151,337.69,50991.19
27-06-2025,2025,East,Solar Lights,325,509.67,165642.75
27-06-2025,2025,Central,Monitoring Systems,406,197.8,80306.8
27-06-2025,2025,South,Smart Meters,273,480.68,131225.64
27-06-2025,2025,Central,DC Breakers,437,421.79,184322.23
27-06-2025,2025,North,Solar Panels,446,1304.24,581691.04
27-06-2025,2025,Central,Inverters,156,360.3,56206.8
28-06-2025,2025,South,Energy Storage Units,45,829.33,37319.85
28-06-2025,2025,West,Inverters,373,1134.81,423284.13
28-06-2025,2025,North,Energy Storage Units,446,1133.4,505496.4
28-06-2025,2025,West,Microinverters,256,1284.32,328785.92
28-06-2025,2025,North,DC Breakers,35,1208.66,42303.1
29-06-2025,2025,South,Monitoring Systems,223,1294.55,288684.65
29-06-2025,2025,East,Energy Storage Units,218,1428.72,311460.96
29-06-2025,2025,West,Microinverters,44,666.98,29347.12
29-06-2025,2025,West,Solar Panels,281,1004.34,282219.54
29-06-2025,2025,North,Charge Controllers,229,1024.99,234722.71
30-06-2025,2025,East,Charge Controllers,389,907.9,353173.1
30-06-2025,2025,Central,Smart Meters,430,644.33,277061.9
30-06-2025,2025,North,Smart Meters,307,985.71,302612.97
30-06-2025,2025,East,DC Breakers,79,837.75,66182.25
30-06-2025,2025,West,Hybrid Inverters,389,231.69,90127.41
30-06-2025,2025,East,DC Breakers,293,1338.74,392250.82
01-07-2025,2025,East,DC Breakers,149,293.73,43765.77
01-07-2025,2025,South,Hybrid Inverters,13,820.34,10664.42
02-07-2025,2025,East,Monitoring Systems,9,1346.02,12114.18
02-07-2025,2025,North,PV Modules,420,1085.4,455868
03-07-2025,2025,East,Solar Water Pumps,228,276.46,63032.88
03-07-2025,2025,Central,Hybrid Inverters,321,764.5,245404.5
03-07-2025,2025,West,DC Breakers,440,799.58,351815.2
03-07-2025,2025,North,Charge Controllers,249,1254.97,312487.53
04-07-2025,2025,South,Solar Panels,186,768.51,142942.86
04-07-2025,2025,North,Energy Storage Units,72,823.97,59325.84
04-07-2025,2025,Central,Solar Water Pumps,32,188.92,6045.44
05-07-2025,2025,East,Solar Cables,314,519.84,163229.76
06-07-2025,2025,East,Solar Water Pumps,59,1370,80830
06-07-2025,2025,West,Monitoring Systems,434,978.6,424712.4
06-07-2025,2025,East,PV Modules,274,1384.68,379402.32
06-07-2025,2025,South,Solar Cables,268,665.72,178412.96
06-07-2025,2025,North,Solar Lights,318,348.13,110705.34
07-07-2025,2025,South,Solar Cables,332,830.82,275832.24
07-07-2025,2025,South,Solar Lights,128,1306.84,167275.52
07-07-2025,2025,Central,DC Breakers,26,1133.16,29462.16
07-07-2025,2025,West,Inverters,409,864.42,353547.78
08-07-2025,2025,East,Smart Meters,438,1258.63,551279.94
08-07-2025,2025,Central,Monitoring Systems,469,701.55,329026.95
08-07-2025,2025,East,Energy Storage Units,174,517.87,90109.38
08-07-2025,2025,North,Mounting Structures,138,1200.3,165641.4
08-07-2025,2025,South,Microinverters,282,859.79,242460.78
08-07-2025,2025,West,Charge Controllers,376,193.41,72722.16
09-07-2025,2025,West,Inverters,159,416.04,66150.36
09-07-2025,2025,North,Smart Meters,137,996.58,136531.46
09-07-2025,2025,South,DC Breakers,484,330.4,159913.6
09-07-2025,2025,North,Mounting Structures,431,173.96,74976.76
10-07-2025,2025,North,Solar Water Pumps,230,585.52,134669.6
10-07-2025,2025,North,DC Breakers,256,1131.59,289687.04
11-07-2025,2025,West,Smart Meters,343,1158.7,397434.1
11-07-2025,2025,North,Solar Cables,192,956.28,183605.76
11-07-2025,2025,North,Inverters,215,432.84,93060.6
11-07-2025,2025,South,Hybrid Inverters,498,623.08,310293.84
12-07-2025,2025,West,PV Modules,83,431.99,35855.17
12-07-2025,2025,East,DC Breakers,340,646.71,219881.4
12-07-2025,2025,North,Mounting Structures,470,140.52,66044.4
13-07-2025,2025,North,Batteries,93,1120.8,104234.4
13-07-2025,2025,North,Batteries,380,1393.57,529556.6
13-07-2025,2025,North,Smart Meters,108,134.92,14571.36
13-07-2025,2025,East,Smart Meters,215,1408.66,302861.9
13-07-2025,2025,South,Solar Water Pumps,43,844.33,36306.19
14-07-2025,2025,North,PV Modules,306,1330.31,407074.86
14-07-2025,2025,West,Charge Controllers,289,722.9,208918.1
14-07-2025,2025,South,Solar Cables,335,1342.03,449580.05
14-07-2025,2025,South,Solar Lights,260,606.02,157565.2
14-07-2025,2025,West,Solar Water Pumps,27,167.47,4521.69
15-07-2025,2025,East,Charge Controllers,320,1429.72,457510.4
15-07-2025,2025,West,Hybrid Inverters,411,527.04,216613.44
15-07-2025,2025,South,Inverters,474,131.14,62160.36
15-07-2025,2025,Central,Inverters,28,529.05,14813.4
16-07-2025,2025,West,PV Modules,157,1128.09,177110.13
16-07-2025,2025,South,Monitoring Systems,483,126.35,61027.05
16-07-2025,2025,East,Charge Controllers,372,1048.99,390224.28
17-07-2025,2025,Central,Hybrid Inverters,14,606.19,8486.66
18-07-2025,2025,North,Inverters,93,1291.64,120122.52
18-07-2025,2025,North,Solar Panels,285,869.98,247944.3
18-07-2025,2025,East,Solar Water Pumps,286,1439.07,411574.02
19-07-2025,2025,East,Solar Lights,393,1084.17,426078.81
19-07-2025,2025,Central,Solar Panels,411,828.95,340698.45
19-07-2025,2025,East,Hybrid Inverters,332,904.24,300207.68
19-07-2025,2025,East,Mounting Structures,336,415.61,139644.96
20-07-2025,2025,Central,Microinverters,77,1188.6,91522.2
20-07-2025,2025,Central,Inverters,201,98.73,19844.73
20-07-2025,2025,East,DC Breakers,12,226.56,2718.72
21-07-2025,2025,North,Inverters,181,268.46,48591.26
21-07-2025,2025,East,Charge Controllers,161,815.47,131290.67
21-07-2025,2025,South,Solar Water Pumps,443,1184.64,524795.52
21-07-2025,2025,Central,Solar Water Pumps,125,1479.33,184916.25
21-07-2025,2025,South,Solar Cables,397,466.15,185061.55
21-07-2025,2025,North,Microinverters,337,463.06,156051.22
22-07-2025,2025,West,DC Breakers,306,1271.91,389204.46
23-07-2025,2025,North,Energy Storage Units,137,430.91,59034.67
23-07-2025,2025,North,Smart Meters,211,940.47,198439.17
24-07-2025,2025,North,Solar Water Pumps,121,1115.74,135004.54
24-07-2025,2025,Central,Solar Water Pumps,80,652.93,52234.4
24-07-2025,2025,South,DC Breakers,48,655.67,31472.16
24-07-2025,2025,North,Hybrid Inverters,451,96.94,43719.94
24-07-2025,2025,North,Smart Meters,186,1113.85,207176.1
24-07-2025,2025,South,PV Modules,360,1264.12,455083.2
25-07-2025,2025,Central,Batteries,106,193.58,20519.48
25-07-2025,2025,North,Microinverters,127,154.8,19659.6
25-07-2025,2025,West,Hybrid Inverters,305,1498.56,457060.8
25-07-2025,2025,North,Charge Controllers,255,1485.27,378743.85
25-07-2025,2025,South,Solar Lights,417,1013.31,422550.27
25-07-2025,2025,North,Mounting Structures,110,631.95,69514.5
25-07-2025,2025,North,Batteries,14,852.66,11937.24
26-07-2025,2025,South,Solar Panels,217,469.06,101786.02
27-07-2025,2025,North,Hybrid Inverters,313,878.26,274895.38
27-07-2025,2025,North,Solar Lights,69,788.75,54423.75
27-07-2025,2025,South,PV Modules,44,256.71,11295.24
28-07-2025,2025,North,Inverters,184,1161.51,213717.84
28-07-2025,2025,South,Solar Lights,19,573.26,10891.94
28-07-2025,2025,South,Hybrid Inverters,476,193.37,92044.12
28-07-2025,2025,Central,Solar Cables,128,1069.05,136838.4
28-07-2025,2025,Central,Energy Storage Units,165,144.64,23865.6
29-07-2025,2025,North,Solar Panels,108,725.15,78316.2
29-07-2025,2025,West,Solar Water Pumps,337,405.98,136815.26
29-07-2025,2025,Central,Solar Cables,87,837.21,72837.27
29-07-2025,2025,East,Microinverters,1,269.08,269.08
